,created_at,text,Clean,Hashtags,Mentions,Hour,Sentiment,Sentiment_Label,Sentiment_Score
299855,2020-03-29T15:31:22,@RallyRajinder Good News and Hope Mostly tests in #Kashmir come negative May Allah protect all Of Us  #CoronavirusPandemic #COVID,rallyrajinder good news hope mostly tests kashmir come negative may allah protect coronaviruspandemic covid,"['Kashmir', 'CoronavirusPandemic', 'COVID']",['RallyRajinder'],15,"{'label': 'NEGATIVE', 'score': 0.9771113991737366}",NEGATIVE,-0.9771113991737366
299969,2020-03-29T15:31:41,"First victim of #coronavirus in #Bolivia. A 78-year-old lady in the city of Santa Cruz.

#Covid19 https://t.co/ogBMjN2V9g",first victim coronavirus bolivia year old lady city santa cruz covid,"['coronavirus', 'Bolivia', 'Covid19']",[],15,"{'label': 'NEGATIVE', 'score': 0.9315310716629028}",NEGATIVE,-0.9315310716629028
300072,2020-03-29T15:32:00,"UK hints at stricter lockdown measures to come | Financial Times ⁦@FT⁩ 
#coronavirus 
#COVID19 #COVIDー19 
#coronalockdownuk  https://t.co/NWSlHMX55i",hints stricter lockdown measures come financial times coronavirus covid covid coronalockdownuk,"['coronavirus', 'COVID19', 'COVIDー19', 'coronalockdownuk']",['FT'],15,"{'label': 'NEGATIVE', 'score': 0.9894920587539673}",NEGATIVE,-0.9894920587539673
301806,2020-03-29T15:36:36,"He is all I need..
Yes, Lord I need you..
In such times, We need you 
Lord more than ever, 🙏😘

stay home, stay safe 
#COVID19 #TogetherWeCan https://t.co/P0YxdDpW7M",need yes lord need times need lord ever stay home stay safe covid togetherwecan,"['COVID19', 'TogetherWeCan']",[],15,"{'label': 'NEGATIVE', 'score': 0.9692390561103821}",NEGATIVE,-0.9692390561103821
304050,2020-03-29T15:41:47,I have mild pain in one tooth that died. IDK even if I can go see a dentist rn because of #COVID19,mild pain one tooth died idk even see dentist covid,['COVID19'],[],15,"{'label': 'NEGATIVE', 'score': 0.9989514350891113}",NEGATIVE,-0.9989514350891113
304133,2020-03-29T15:42:00,#DemiRose flashes peachy bum in skimpy shorts for raunchy #COVID19 lockdown display https://t.co/xb2vVC3NFK,demirose flashes peachy bum skimpy shorts raunchy covid lockdown display,"['DemiRose', 'COVID19']",[],15,"{'label': 'NEGATIVE', 'score': 0.9940435290336609}",NEGATIVE,-0.9940435290336609
304583,2020-03-29T15:43:10,@ASlavitt These recommendations you summarize are spot on and were pretty much ignored in time for Florida by a #govDeSantis  who continues to tout his relationship with #PresidentTrump.  Not working well at all thus far as Florida’s #COVID19 case numbers soar. https://t.co/yElDtqz83e,aslavitt recommendations summarize spot pretty much ignored time florida govdesantis continues tout relationship presidenttrump not working well thus far florida covid case numbers soar,"['govDeSantis', 'PresidentTrump', 'COVID19']",['ASlavitt'],15,"{'label': 'NEGATIVE', 'score': 0.9993160367012024}",NEGATIVE,-0.9993160367012024
305216,2020-03-29T15:44:34,"Metal para domingo de pandemia #COVID19

“United, we stand, we stand (...)
One for all
All for one
We are strong
We are one (nemeses)”
:
:
:
#ArchEnemy #Metal #KeepRocking 🤟🏽 https://t.co/61f1bpkkMg",metal para domingo pandemia covid united stand stand one one strong one nemeses archenemy metal keeprocking,"['COVID19', 'ArchEnemy', 'Metal', 'KeepRocking']",[],15,"{'label': 'POSITIVE', 'score': 0.9015605449676514}",POSITIVE,0.9015605449676514
305325,2020-03-29T15:44:47,72 cases of #Coronavirus in Delhi: Delhi Govt https://t.co/aKuNeSeVsS,cases coronavirus delhi delhi govt,['Coronavirus'],[],15,"{'label': 'NEGATIVE', 'score': 0.6221475005149841}",NEGATIVE,-0.6221475005149841
305665,2020-03-29T15:45:15,So back to work on a large construction project in the morning. Having to risk my families and myself’s life. Why won’t the government realise you cannot stay 2m apart. Everyone at work is so stressed. The HSE certainly won’t protect us #ukconstruction #Covid_19 #shutthesites,back work large construction project morning risk families life government realise cannot stay apart everyone work stressed hse certainly protect ukconstruction covid shutthesites,"['ukconstruction', 'Covid_19', 'shutthesites']",[],15,"{'label': 'NEGATIVE', 'score': 0.9653857946395874}",NEGATIVE,-0.9653857946395874
306662,2020-03-29T15:46:55,NEWS: Deputy Chief Medical Officer Dr Jenny Harries says it could be six months or longer before the country gets back to normal from the pandemic with reviews of lockdown measures every three weeks. #CoronaUpdate #coronavirus https://t.co/Vahr8fuoXo,news deputy chief medical officer jenny harries says could six months longer country gets back normal pandemic reviews lockdown measures every three weeks coronaupdate coronavirus,"['CoronaUpdate', 'coronavirus']",[],15,"{'label': 'NEGATIVE', 'score': 0.9898964166641235}",NEGATIVE,-0.9898964166641235
306821,2020-03-29T15:47:10,Need stress relief? I can’t recommend #covid19 #QuarantineLife Tiktok enough! Here are some of my favs! 😂 1/x https://t.co/yeE6g41bzt,need stress relief recommend covid quarantinelife tiktok enough favs,"['covid19', 'QuarantineLife']",[],15,"{'label': 'NEGATIVE', 'score': 0.9617663025856018}",NEGATIVE,-0.9617663025856018
308258,2020-03-29T15:49:43,West Faces “Social Bomb” As Pandemic Sparks Unrest Among Poorest https://t.co/dFX7N7uGqt #prepper #preppers #prepping #preppertalk #COVID19 #coronavirus #ChinaVirus #WuhanVirus,west faces social bomb pandemic sparks unrest among poorest prepper preppers prepping preppertalk covid coronavirus chinavirus wuhanvirus,"['prepper', 'preppers', 'prepping', 'preppertalk', 'COVID19', 'coronavirus', 'ChinaVirus', 'WuhanVirus']",[],15,"{'label': 'NEGATIVE', 'score': 0.9993724226951599}",NEGATIVE,-0.9993724226951599
308295,2020-03-29T15:49:46,"People acting surprised that @SAPoliceService and SANDF are still using apartheid profiling and tactics, nobody removed apartheid structures, even black leaders are adopting them. #Covid_19 #StayAtHomeAndStaySafe",people acting surprised sapoliceservice sandf still using apartheid profiling tactics nobody removed apartheid structures even black leaders adopting covid stayathomeandstaysafe,"['Covid_19', 'StayAtHomeAndStaySafe']",['SAPoliceService'],15,"{'label': 'NEGATIVE', 'score': 0.9807394742965698}",NEGATIVE,-0.9807394742965698
308329,2020-03-29T15:49:49,Thank you #JoeBiden for continuing to speak out and amplify the needs of our healthcare professionals on the front lines. #Covid_19 #StayHomeSaveLives https://t.co/STYsmKO9Jk,thank joebiden continuing speak amplify needs healthcare professionals front lines covid stayhomesavelives,"['JoeBiden', 'Covid_19', 'StayHomeSaveLives']",[],15,"{'label': 'POSITIVE', 'score': 0.9981594681739807}",POSITIVE,0.9981594681739807
309158,2020-03-29T15:51:14,"@KTNNewsKE #SeekingClarification: 
Dear sir, is tomorrow the fourteenth day since the first #Covid_19 victim was diagnosed in Kenya? If so, what extra stringent measures are we needed to include in this time of #CurfewKE?
@CsMutahiKagwe @MOH_Kenya @InteriorKE Please advise ❄ Thanks",ktnnewske seekingclarification dear sir tomorrow fourteenth day since first covid victim diagnosed kenya extra stringent measures needed include time curfewke csmutahikagwe moh kenya interiorke please advise thanks,"['SeekingClarification', 'Covid_19', 'CurfewKE']","['KTNNewsKE', 'CsMutahiKagwe', 'MOH_Kenya', 'InteriorKE']",15,"{'label': 'POSITIVE', 'score': 0.9676995873451233}",POSITIVE,0.9676995873451233
310778,2020-03-29T15:53:58,We have to  overcome this on a spiritual level. #coronavirus,overcome spiritual level coronavirus,['coronavirus'],[],15,"{'label': 'POSITIVE', 'score': 0.9566165208816528}",POSITIVE,0.9566165208816528
311657,2020-03-29T15:55:24,Grocery Store Shopping Tips from @mtelles of @KTLAMorningNews / @KTLAWeekendAM! Avoid the spread of #COVID19. #foodshopping #safetytips #KTLA #sharetheinfo https://t.co/KXNHdQNmnk,grocery store shopping tips mtelles ktlamorningnews ktlaweekendam avoid spread covid foodshopping safetytips ktla sharetheinfo,"['COVID19', 'foodshopping', 'safetytips', 'KTLA', 'sharetheinfo']","['mtelles', 'KTLAMorningNews', 'KTLAWeekendAM']",15,"{'label': 'NEGATIVE', 'score': 0.9990074038505554}",NEGATIVE,-0.9990074038505554
311916,2020-03-29T15:55:52,"I am calling for an immediate global ceasefire in all corners of the world.

That is what our human family needs, now more than ever.

-- @antonioguterres https://t.co/qhQwj8S5WQ #COVID19 #coronavirus https://t.co/2t9qXl0u5z",calling immediate global ceasefire corners world human family needs ever antonioguterres covid coronavirus,"['COVID19', 'coronavirus']",['antonioguterres'],15,"{'label': 'POSITIVE', 'score': 0.5011172294616699}",POSITIVE,0.5011172294616699
312139,2020-03-29T15:56:16,"When I'm bored - I think I can just find random posts at https://t.co/3VYJ4SGnQg to dive down a new rabbit hole of information... scroll past the #coronavirus threads and hit up the ""Worst Episode Ever"" post and just get ready to agree or argue!",bored think find random posts dive new rabbit hole information scroll past coronavirus threads hit worst episode ever post get ready agree argue,['coronavirus'],[],15,"{'label': 'NEGATIVE', 'score': 0.999707043170929}",NEGATIVE,-0.999707043170929
312927,2020-03-29T15:57:35,"#RIL is enhancing its capacity to produce 1,00,000 masks per day and a large number of personal protective equipment’s (PPEs), such as suits and garments, for the nation’s health-workers to equip them further to fight the #coronavirus challenge #CoronaHaaregaIndiaJeetega 

4/n https://t.co/dF2HEFHMPg",ril enhancing capacity produce masks per day large number personal protective equipment ppes suits garments nation health workers equip fight coronavirus challenge coronahaaregaindiajeetega,"['RIL', 'coronavirus', 'CoronaHaaregaIndiaJeetega']",[],15,"{'label': 'POSITIVE', 'score': 0.8158904910087585}",POSITIVE,0.8158904910087585
313291,2020-03-29T15:58:15,The very popular Delta Hotel in Fredericton has closed down due to COVID19. Security and maintenance are the only staff left on site. #COVID19 @Global_NB https://t.co/zvMaKQhZQL,popular delta hotel fredericton closed due covid security maintenance staff left site covid global,['COVID19'],['Global_NB'],15,"{'label': 'NEGATIVE', 'score': 0.9989482760429382}",NEGATIVE,-0.9989482760429382
313529,2020-03-29T15:58:41,Stop the societal cheating. We need to over react. Don't wish you could of done more. Do your part. #coronavirus,stop societal cheating need react wish could done part coronavirus,['coronavirus'],[],15,"{'label': 'NEGATIVE', 'score': 0.9877756834030151}",NEGATIVE,-0.9877756834030151
314200,2020-03-29T15:59:50,@EWAWUNMIII Guys a thought just crossed my mind now. What if the monies given to FG to fight #covid19 is sent to churches and mosques bank account for disbursement? I know church and mosque absentees will not like this method. But sha how una see am ?,ewawunmiii guys thought crossed mind monies given fight covid sent churches mosques bank account disbursement know church mosque absentees not like method sha una see,['covid19'],['EWAWUNMIII'],15,"{'label': 'NEGATIVE', 'score': 0.9925025701522827}",NEGATIVE,-0.9925025701522827
314413,2020-03-29T16:00:00,Couple Run #Dubai Balcony Marathon to Beat #Coronavirus Blues https://t.co/Ozc7qgkA5Q,couple run dubai balcony marathon beat coronavirus blues,"['Dubai', 'Coronavirus']",[],16,"{'label': 'POSITIVE', 'score': 0.9628415107727051}",POSITIVE,0.9628415107727051
314708,2020-03-29T16:00:11,"World will change after this #Epidemic .
#CoronaUpdate 
#Covid_19 
#COVID19",world change epidemic coronaupdate covid covid,"['Epidemic', 'CoronaUpdate', 'Covid_19', 'COVID19']",[],16,"{'label': 'NEGATIVE', 'score': 0.5881737470626831}",NEGATIVE,-0.5881737470626831
314979,2020-03-29T16:00:27,"Numbers for context:
Ontario has 9.9 cases per 100,000 up from 3.7 per 100,000 one week ago -triple
Canada overall is 15.8 per 100,000 up from 5.6 last Sunday 
Next 7 days are critical to slow this down
The US is at 36.2 /100,000
China, 5.8 / 100,000
Italy 152 /100,000 
#covid19",numbers context ontario cases per per one week ago triple canada overall per last sunday next days critical slow china italy covid,['covid19'],[],16,"{'label': 'NEGATIVE', 'score': 0.9888575077056885}",NEGATIVE,-0.9888575077056885
316807,2020-03-29T16:03:01,"We’re here to help you better understand the #coronavirus, share tips to help protect you and your family and give information and support you need during this challenging time. We've gathered tools and resources in one place, so you can stay informed. https://t.co/7AYMWYDKna https://t.co/MdJ9sQaYQq",help better understand coronavirus share tips help protect family give information support need challenging time gathered tools resources one place stay informed,['coronavirus'],[],16,"{'label': 'POSITIVE', 'score': 0.8832488656044006}",POSITIVE,0.8832488656044006
317202,2020-03-29T16:03:41,"@camstreet1 @MattHancock No.

He clearly said: ""we’ve reached 10,000 #coronavirus tests a day""

Not ""we’ve reached *the capacity to do* 10,000 #coronavirus tests *later today*""

He lies.",camstreet matthancock clearly said reached coronavirus tests day not reached capacity coronavirus tests later today lies,"['coronavirus', 'coronavirus']","['camstreet1', 'MattHancock']",16,"{'label': 'NEGATIVE', 'score': 0.9992138147354126}",NEGATIVE,-0.9992138147354126
317762,2020-03-29T16:04:36,"#PMCaresFunds
My family is humbled to contribute Rs. 5100 to the #PMcaresfund in this hour of India’s battle against #COVID19. 
@narendramodi https://t.co/eHZ7GuDh51",pmcaresfunds family humbled contribute pmcaresfund hour india battle covid narendramodi,"['PMCaresFunds', 'PMcaresfund', 'COVID19']",['narendramodi'],16,"{'label': 'POSITIVE', 'score': 0.9985104203224182}",POSITIVE,0.9985104203224182
319247,2020-03-29T16:06:48,A bit of pandemic fun from our paramedics to keep morale up! #NoPPEwasHarmedMakingThisVideo #covid19 https://t.co/iGnx5pox2m,bit pandemic fun paramedics keep morale noppewasharmedmakingthisvideo covid,"['NoPPEwasHarmedMakingThisVideo', 'covid19']",[],16,"{'label': 'POSITIVE', 'score': 0.9837556481361389}",POSITIVE,0.9837556481361389
319538,2020-03-29T16:07:16,"Podcast Sunday!
https://t.co/M6pTiVRTta
#amwriting #amediting #coronavirus #COVID19 #romance #TimeTravel",podcast sunday amwriting amediting coronavirus covid romance timetravel,"['amwriting', 'amediting', 'coronavirus', 'COVID19', 'romance', 'TimeTravel']",[],16,"{'label': 'NEGATIVE', 'score': 0.9845396876335144}",NEGATIVE,-0.9845396876335144
319785,2020-03-29T16:07:39,"Gosh, all of this being at home gives me so much more time to ignore the books I want to read in favour of scrolling through the 24hr news cycle on my phone #coronavirus #StayAtHomeAndStaySafe",gosh home gives much time ignore books want read favour scrolling news cycle phone coronavirus stayathomeandstaysafe,"['coronavirus', 'StayAtHomeAndStaySafe']",[],16,"{'label': 'NEGATIVE', 'score': 0.9959532022476196}",NEGATIVE,-0.9959532022476196
